Vanilla model + Positive Masculine words,Vanilla model + Negative Masculine words,Vanilla model + Neutral Masculine words,Vanilla model + Positive Feminine words,Vanilla model + Negative Feminine words,Vanilla model + Neutral Feminine words,Bolu model + Positive Masculine words,Bolu model + Negative Masculine words,Bolu model + Neutral Masculine words,Bolu model + Positive Feminine words,Bolu model + Negative Feminine words,Bolu model + Neutral Feminine words,Wino model + Positive Masculine words,Wino model + Negative Masculine words,Wino model + Neutral Masculine words,Wino model + Positive Feminine words,Wino model + Negative Feminine words,Wino model + Neutral Feminine words,Wino and Bolu model + Positive Masculine words,Wino and Bolu model + Negative Masculine words,Wino and Bolu model + Neutral Masculine words,Wino and Bolu model + Positive Feminine words,Wino and Bolu model + Negative Feminine words,Wino and Bolu model + Neutral Feminine words
0.058115594,0.04160144,NaN,0.25125042,0.027904581,0.069452465,0.05811559040259231,0.04160144849818608,NaN,0.2512503969748931,0.027904594220319393,0.06945242764652651,0.020960514,0.009862601,NaN,0.09161222,0.004390098,0.014417976,8.049186921155194e-09,3.782954630104918e-09,NaN,8.987280534361597e-09,3.8173376126771075e-09,5.742567532607268e-10
0.017367609,0.035480246,NaN,0.12808679,0.069452465,0.0061152205,0.017367616914176966,0.0354802635670172,NaN,0.12808677583484765,0.06945242764652651,0.006115225255767104,0.032071836,0.010232981,NaN,0.028074473,0.014417976,0.01601316,6.721938519693715e-09,1.4334917856906326e-08,NaN,9.918578514067633e-09,5.742567532607268e-10,3.613728122298099e-09
0.02941899,0.14056975,NaN,0.013417061,0.006365128,0.019197159,0.029418997862255547,0.14056976963526785,NaN,0.013417068519419477,0.00636512487393899,0.01919715833976246,0.012769081,0.021109983,NaN,0.0136641115,0.01888981,0.058499314,2.451414016224618e-09,1.2551304467978142e-08,NaN,3.4626993217212743e-09,4.56961431194447e-09,1.2325026312043352e-09
0.012801997,0.041092165,0.013424071,0.054697294,0.010778397,0.07315054,0.01280199365220211,0.041092165915786655,0.013424057680449155,0.05469728382520429,0.010778399690852425,0.07315054499922605,0.025372013,0.034213983,0.0015517827,0.015258465,0.0089173615,0.013406135,5.298257221841851e-09,1.5354039571008338e-08,3.1224611785063416e-09,9.065897699223058e-09,2.004567761781928e-09,5.5463154624568745e-09
0.07509299,0.04457988,NaN,0.07315054,0.03307485,0.012001768,0.0750930114112968,0.044579880216157594,NaN,0.07315054499922605,0.033074849901126614,0.012001761192830251,0.026604898,0.0051738154,NaN,0.013406135,0.0013780585,0.028431162,1.2167068325075192e-08,9.920178754840858e-09,NaN,5.5463154624568745e-09,5.865897550029822e-09,2.535760629251982e-10
0.04466009,0.011346646,0.030660942,0.093169734,0.056706563,0.042464405,0.0446600796811477,0.011346631713615336,0.030660972359739497,0.09316971543742401,0.05670656232789757,0.04246440410384296,0.0012477413,0.0046201926,0.029689278,0.022473853,0.014185876,0.017216213,6.769161647879329e-09,1.2164801095051678e-08,7.210310994099078e-09,5.408275452695524e-09,1.7336996022826456e-09,1.2288743075211661e-08
0.018942332,0.100123495,0.04773988,0.042984173,0.02791603,0.085003115,0.018942322302632594,0.10012349283270726,0.04773989717664484,0.04298417565448002,0.02791601664798929,0.0850031126135978,0.0038366541,0.00888101,0.019038543,0.0108394865,0.025393322,0.0047638416,3.0800971079214534e-09,1.259891677096725e-08,5.445584788654756e-09,7.768921086309666e-09,7.600701013021904e-09,8.440448506785714e-09
0.03092809,0.0119447075,NaN,0.026214551,0.01214996,NaN,0.03092813372623493,0.011944721117767398,NaN,0.026214549006968704,0.012149954919688288,NaN,0.0057537258,0.011422969,NaN,0.00025498867,0.0072725564,NaN,5.324188173672084e-09,4.1820625504285225e-09,NaN,7.578110639006042e-10,1.331698668005643e-09,NaN
0.06560505,0.030666165,0.03171709,0.005875215,0.0061152205,0.025908593,0.06560505682802377,0.03066616311627558,0.031717088282429584,0.005875249930003823,0.006115225255767104,0.02590859882548628,0.016174283,0.020892993,0.0044482797,0.019638106,0.01601316,0.0003572479,6.388411327717947e-10,2.8115910294390645e-09,5.2600840488858935e-09,2.9655649880222512e-09,3.613728122298099e-09,8.225160275099341e-10
0.046180036,0.036419228,0.034526974,0.10219663,0.006310478,0.018915497,0.04618003469721257,0.03641924214975262,0.034526970247932026,0.10219661532339423,0.0063104765601437185,0.018915501575426534,0.009125195,0.04041764,0.017389081,0.003463015,0.0009030048,0.024343044,1.449141820430988e-09,6.857957868255937e-09,8.186088265582647e-10,8.096068551677327e-09,3.941880498880765e-09,6.644382030684959e-09
0.05011054,0.0341331,0.02346455,0.11168852,0.16570193,NaN,0.05011055948402268,0.034133093532064396,0.0234645512065286,0.11168853571598407,0.1657019283002666,NaN,0.017151572,0.016087316,0.013954699,0.007606305,0.06335025,NaN,1.7005259131397388e-08,1.4866588793349678e-09,3.498240058741331e-09,8.982828370029949e-10,0.050906690827909454,NaN
0.034838818,0.07346422,NaN,0.06121704,0.071572006,NaN,0.034838825615857785,0.07346424322703736,NaN,0.061217034094807075,0.07157198975872048,NaN,0.0024323985,0.01703462,NaN,0.0010398291,0.02440084,NaN,4.964250274741566e-09,8.998317813091461e-09,NaN,8.698517434124753e-09,3.1259837565689175e-09,NaN
0.04491955,0.011680262,0.018087074,0.041863494,0.14560963,0.08110351,0.04491954234858527,0.01168027277310014,0.018087115945184556,0.04186348876784949,0.14560961186527016,0.08110353765316185,0.007921487,0.00446223,0.002443321,0.007418439,0.021661747,0.015121542,3.805773467202567e-09,6.746675513397138e-09,1.5501484817992406e-09,5.555634910447971e-09,3.875433262495731e-09,2.2752624923016995e-09
0.08360311,0.04298515,NaN,0.086400986,0.03561881,0.1246199,0.08360312985289442,0.042985148827835315,NaN,0.0864009892501865,0.035618787020315984,0.12461991948154455,0.0113261435,0.013389152,NaN,0.00407587,0.00064893067,0.01863392,2.034732632383296e-09,8.33195022004185e-09,NaN,3.26907836911694e-09,2.861925724184644e-09,2.3786076511211895e-09
0.040258937,0.021108806,0.18816926,0.061713733,0.016453654,0.14478648,0.040258932849834714,0.02110879572410515,0.18816926803407924,0.06171372832315042,0.016453643487910563,0.14478649119944345,0.02686857,0.011477947,0.011267632,0.010602444,0.00024601817,0.0025238544,3.925647175384572e-09,1.6331821728332585e-09,4.74575240216879e-09,5.978578597465312e-09,1.0808038318488311e-09,5.589665806604582e-09
0.013401881,0.00046136975,0.12526196,0.11476158,0.12355487,NaN,0.013401873338203127,0.0004613748554821162,0.1252619560746698,0.11476157864084803,0.12355488593712552,NaN,0.009595294,0.00962761,0.0021213894,0.03970558,0.037450522,NaN,8.162223154306592e-09,6.444583949827276e-09,6.095750376688969e-09,6.854056371075057e-09,2.744927879612391e-09,NaN
0.0135832755,0.06720649,NaN,0.005061701,0.0402548,NaN,0.013583272729406619,0.06720650359407213,NaN,0.005061696289987101,0.04025478103600842,NaN,0.011965331,0.029548816,NaN,0.0037323982,0.006519139,NaN,4.722983275307069e-09,7.977803043179854e-09,NaN,5.345917347687745e-09,3.0487073837681677e-09,NaN
0.016527608,0.014869958,NaN,0.07357247,0.018236253,0.14230904,0.016527597130414753,0.014869948357396176,NaN,0.07357250197120589,0.01823625264945033,0.14230903081580804,0.021581538,0.004345104,NaN,0.027068026,0.027165806,0.044113405,6.7752938051612865e-09,3.2602788350988288e-09,NaN,3.251706931495235e-09,7.617269775009317e-09,5.3461241475427634e-09
0.020978421,0.07767527,NaN,0.0010131765,0.015131887,NaN,0.020978377197033493,0.07767526805338318,NaN,0.0010131750471615193,0.015131900584852722,NaN,0.029300481,0.016798139,NaN,0.0043552723,0.0060317274,NaN,3.4267385318198507e-09,6.104674266094179e-09,NaN,2.9397108219919588e-09,4.844728555830624e-09,NaN
0.04748951,0.054966502,NaN,0.0017738529,0.13090073,0.044485472,0.04748950399971864,0.05496650217422601,NaN,0.001773880448470079,0.13090072715865814,0.044485471300273055,0.026066171,0.0035503283,NaN,0.013695929,0.0026958399,0.0034525506,4.283987883185736e-09,9.94662138764646e-09,NaN,2.1836605440528345e-09,3.997518982501447e-09,9.127779990181217e-09
0.103685126,0.026677825,0.04139098,0.06581777,NaN,0.010655709,0.10368511703149949,0.02667781374469128,0.04139097671299379,0.0658177736257372,NaN,0.01065571647818045,0.020512,0.010106098,0.012108834,0.03886775,NaN,0.0138899535,6.602742394501426e-09,2.704224368738073e-09,2.66536681614582e-10,5.36087266245211e-09,NaN,1.0153264617951407e-09
0.00037504733,0.065502405,0.0067687035,0.007821452,0.096550904,0.034947727,0.00037505720755903055,0.0655023964020704,0.006768689944606832,0.00782143994339616,0.09655088631805414,0.03494770103225682,0.0035029873,0.0010962486,0.043395206,0.024206443,0.007734582,0.034570366,2.1057434754223614e-09,4.9581079658578275e-09,0.07357611991075608,2.3162995757552984e-09,5.0423121789044956e-09,1.310088780515084e-09
0.030124053,0.014622256,5.093217e-05,0.032026302,0.008306277,0.08190113,0.030124073628787856,0.014622260736675462,5.093449826301666e-05,0.03202629245403758,0.00830626320078123,0.08190115446201515,0.02288465,0.037041657,0.026869826,0.0047511533,0.012246948,0.01770404,2.0452454035924106e-09,5.740774550178074e-09,2.1588133780614527e-09,5.986560205895053e-11,5.963817349685652e-09,1.7663977537607511e-09
0.019878171,0.03697268,0.032196745,0.087569445,NaN,0.12355487,0.01987817529176711,0.03697266875736747,0.03219677466432508,0.08756943121187816,NaN,0.12355488593712552,0.003858596,0.01575835,0.016096614,0.046820417,NaN,0.037450522,9.451443155894523e-09,1.0133906144793592e-08,1.080857278679126e-09,9.912183400462293e-09,NaN,2.744927879612391e-09
0.036424495,0.066905856,NaN,0.04044866,0.04792145,0.011189004,0.036424498007388825,0.06690585419279642,NaN,0.04044866198938035,0.047921438973149474,0.01118899877145623,0.013242658,0.038310662,NaN,0.0008496791,0.0138854,0.00032680482,3.3477862010355963e-09,2.8467676757570892e-09,NaN,1.2113094235988164e-08,2.6603863712698628e-09,6.581734018906715e-09
0.013214886,0.08360311,0.06585177,0.037441716,0.09221371,NaN,0.013214891432005146,0.08360312985289442,0.06585177033594299,0.03744169244643507,0.09221371242274898,NaN,0.00064014643,0.0113261435,0.0075452747,0.026272895,0.012884673,NaN,5.0333684303849324e-09,2.034732632383296e-09,6.150836882358457e-09,4.6527554595568454e-09,7.833088185027481e-09,NaN
0.050672844,0.006653324,0.027967565,0.004767284,0.033276856,0.04626605,0.05067285511107694,0.006653297367810451,0.02796757734165696,0.004767290214449715,0.03327687615351077,0.046266057429301205,0.029905923,0.00932201,0.022611551,0.0032826439,0.016818978,0.0006124794,4.8572146339742606e-09,8.528224668125084e-09,6.077118766545375e-09,1.7496387949567094e-09,9.99987674610292e-09,7.276814081857985e-10
0.022954442,0.024755545,0.004342027,0.07695902,0.05915539,0.005673092,0.022954432350323066,0.024755520348921048,0.004342032455429554,0.07695900803837968,0.05915538393802898,0.0056730795193572214,0.0073461216,0.0003567785,0.0038868599,0.02026108,0.025880057,0.00018272176,1.5636661687690179e-09,2.2092833673603707e-09,1.5281410303824572e-09,6.70918681722199e-09,5.159693356598938e-09,1.4714212209776534e-09
0.09850478,0.039258126,0.006278131,0.05829546,0.034436442,NaN,0.09850478019360541,0.03925814076610943,0.006278125747444616,0.05829547606955088,0.03443644866495834,NaN,0.02583206,0.0072893575,0.007639852,0.00897193,0.009645011,NaN,2.751625705066374e-09,3.124348155192358e-09,6.16552798399228e-11,1.3145416699611445e-08,5.064354720307751e-09,NaN
0.07836959,0.015680676,0.038114242,0.034947727,0.06502724,NaN,0.07836957572045558,0.015680686874495045,0.03811423324816551,0.03494770103225682,0.06502722415385666,NaN,0.010213852,0.0060661715,0.03821242,0.034570366,0.0060507283,NaN,3.0951686214031326e-09,2.4013448833570816e-09,5.791391588516603e-09,1.310088780515084e-09,1.5565563768471513e-09,NaN
0.04065601,0.00699763,0.011561744,0.096901074,0.17702763,0.010265306,0.0406560073547008,0.0069976386881211855,0.011561737743665118,0.09690108313058607,0.17702762908134018,0.010265326028969735,0.010587637,0.0015371665,0.012854837,0.023262367,0.037601635,0.014207169,3.177050022368233e-09,1.0302564773523315e-09,5.2700345615219746e-09,1.48742790306855e-09,3.6840454083631596e-09,1.0016804691259651e-08
0.006951809,0.049594745,0.100086406,0.07503161,0.003478758,NaN,0.006951817615786046,0.049594749654498144,0.10008639560777197,0.07503158161411644,0.0034787507784469,NaN,0.0031370576,0.012717016,0.004695531,0.027859405,0.0011165738,NaN,5.136826602969435e-09,4.409942827576785e-09,2.878436995701339e-09,3.92813469252129e-09,3.050479174815379e-10,NaN
0.00092583895,0.117396876,0.005542785,0.0659233,0.017321203,0.017533131,0.0009258756881348751,0.1173969068530907,0.005542787859487114,0.06592328701846853,0.017321215583438167,0.017533128899333242,0.0103745535,0.017496347,0.024957418,0.0024571717,0.037812207,0.020876763,6.039675121138899e-09,1.1483450940152906e-08,2.6502105544834453e-10,3.3614231120804305e-09,8.854736464891655e-09,8.272627811944933e-09
0.011199474,0.052530885,0.021881409,0.120645754,0.018918842,0.072489485,0.011199450674545947,0.05253088754539897,0.021881416360099104,0.12064575514514098,0.018918852917762102,0.07248949631036557,0.005993232,0.008962655,0.033555504,0.021671196,0.03163442,0.017795414,4.28134748486908e-09,1.4922222138502583e-09,1.394898335727035e-09,6.754616544910053e-09,1.572205046707076e-08,3.999344320992915e-09
0.016251676,0.12490839,NaN,0.11796129,0.08581893,0.23058593,0.016251652255881488,0.12490843096110965,NaN,0.1179612961520979,0.08581890396782613,0.23058592334830968,0.006910056,0.040316626,NaN,0.02972475,0.00870508,0.0629234,5.44321485107524e-09,9.332464079303548e-09,NaN,1.0663356569268201e-08,3.0315302212979844e-09,4.088331992391225e-09
0.014098585,NaN,0.02126,0.072979614,0.008602366,0.034526974,0.01409858759467017,NaN,0.021259993942605672,0.07297960283655978,0.00860235381078267,0.034526970247932026,0.004913673,NaN,0.0047301296,0.02400221,0.008254677,0.017389081,1.184434730849837e-09,NaN,8.62357869987028e-09,6.789845331811595e-09,7.286978020992763e-09,8.186088265582647e-10
0.010198884,0.0074231382,0.031947598,0.045315802,0.019124717,NaN,0.01019889938474957,0.007423146150684217,0.03194760017893283,0.045315802239646596,0.019124747229467054,NaN,0.008035764,0.023160595,0.018781038,0.018552247,0.041081816,NaN,6.6482629262898385e-09,1.8380418159713585e-09,4.718575735002117e-09,8.451410599130682e-09,5.744675179997216e-09,NaN
0.023279078,0.12565047,0.05457242,0.076804504,0.04173675,0.12602153,0.023279109744205884,0.1256504637948739,0.054572400459661635,0.07680450959726041,0.04173675017048038,0.12602152862149324,0.0029838607,0.0010760054,0.0021011904,0.050235763,0.011575356,0.018475324,3.4453707525861077e-09,4.0619803354235984e-10,2.0587924420834014e-09,2.397323832503684e-11,1.6162891441906524e-09,3.064074882708212e-09
0.018194899,0.014309682,0.022556111,0.056249935,0.059950836,0.050086327,0.018194911700046057,0.014309674771705708,0.022556127319486585,0.05624993524257542,0.05995083090019805,0.050086325973137266,0.0033006892,0.0018434078,0.022838548,0.0017512045,0.0030568913,0.011943072,4.598059433202906e-09,1.5927553900785263e-08,4.930567315541978e-09,5.848356533213681e-10,7.011423969194297e-09,5.60982232888918e-10
0.043454207,0.02002167,NaN,0.04554462,0.043692473,0.06807066,0.043454206411833105,0.020021679946574694,NaN,0.04554461628015706,0.04369249058464353,0.06807063390200897,0.0019332208,0.0014685825,NaN,0.004156694,0.024536354,0.016207604,6.461705032156928e-09,4.545203190382818e-09,NaN,7.648029008711088e-09,1.1627361365396105e-09,6.32344773765503e-09
0.01433792,0.061929453,0.022471845,0.10341181,0.02380839,0.01776966,0.014337907972878303,0.061929449614923276,0.022471860764059853,0.10341181183850587,0.02380834318378733,0.017769659411287435,0.02398612,0.016159015,0.028598882,0.017124418,0.011842236,0.005422406,4.671458865568301e-09,5.600481692985548e-09,3.519197745716074e-09,9.976555881766047e-09,1.4623353639109382e-09,3.999021863654306e-09
0.017342016,0.002532646,0.02033078,0.117948994,0.0060158297,0.030003522,0.0173420354539372,0.0025326501998179096,0.020330778603142197,0.11794898826965008,0.006015830835698267,0.03000351943403879,0.0015338063,0.0078282915,0.012980446,0.0474675,0.022461236,0.017518695,1.6037524641632217e-09,5.10706060774524e-09,1.0288044860473633e-09,1.022692111551926e-09,8.723963051959771e-09,4.902855968436093e-09
0.052377466,0.07657562,0.037951156,0.016004574,NaN,0.048065215,0.05237745675093179,0.07657562554981229,0.03795117436006468,0.01600458375780548,NaN,0.04806520299704256,0.00047387125,0.01710235,0.007975386,0.017517403,NaN,0.0002655089,4.27957280984409e-09,3.1460489768875277e-09,9.085404144293374e-09,6.551400401344498e-09,NaN,7.218657338547985e-10
0.06555117,0.0044007897,0.033023886,0.0797787,0.09782462,NaN,0.06555116947250024,0.0044008022412394265,0.033023886000255694,0.0797787067259484,0.09782462078887592,NaN,0.009395387,0.027990796,0.05404608,0.030381497,0.027316488,NaN,4.083405318738853e-09,1.3375213742117253e-08,6.389364960723842e-09,5.187122759098273e-09,5.866985022806581e-09,NaN
0.06366431,0.043186508,0.10352647,0.085960634,0.04520721,0.00349537,0.06366429671766025,0.04318651374108907,0.1035264797039973,0.08596060725557284,0.04520721155941952,0.0034953644804314628,0.001417771,0.022458903,0.029192975,0.039342426,0.008565601,0.010338925,4.321478494495601e-09,1.3396783876684637e-08,1.180173224424319e-08,7.390272768748041e-10,3.4399964335407596e-09,5.422706242375064e-09
0.02617494,0.0018876866,0.033672936,0.0061152205,0.034437455,NaN,0.02617496964517864,0.001887665036201469,0.033672977819969446,0.006115225255767104,0.034437466717684925,NaN,0.008337107,0.0194796,0.015779778,0.01601316,0.009524075,NaN,9.931632183324268e-09,7.310966394780127e-09,6.398813645613899e-09,3.613728122298099e-09,2.970646567276858e-09,NaN
0.055936925,0.07656894,NaN,0.028310288,0.14478648,0.039599862,0.055936920742910484,0.07656894875316476,NaN,0.02831028569622366,0.14478649119944345,0.039599866701401636,0.01579289,0.00472134,NaN,0.003227525,0.0025238544,0.009432083,2.354462749006199e-09,8.30294392267783e-09,NaN,5.308883277432841e-09,5.589665806604582e-09,6.184526703256754e-09
